Name,CAS #,human VDss (L/kg),human CL (mL/min/kg),fraction unbound in plasma (fu),MRT (h),terminal  t1/2 (h),MW,HBA,HBD,TPSA_NO,RotBondCount,MoKa.LogP,MoKa.LogD7.4,moka_ionState7.4,moka_ionState7.4_anionic,moka_ionState7.4_cationic,moka_ionState7.4_neutral,moka_ionState7.4_zwitterionic,human VDss (L/kg) / fraction unbound in plasma (fu),human CL (mL/min/kg) / fraction unbound in plasma (fu)
Pazufloxacin,127045-41-4,0.68,4.87,0.79,2.32,2.1,318.3,6,2,94.6,2,1.6,-0.87,zwitterionic,0.0,0.0,0.0,1.0,0.8607594936708861,6.1645569620253164
Pefloxacin,70458-92-3,1.5,2.0,0.75,13.0,11.0,333.36,6,1,64.1,3,2.3,0.041,zwitterionic,0.0,0.0,0.0,1.0,2.0,2.6666666666666665
Peldesine,133432-71-0,1.2,6.2,0.86,3.2,3.0,241.25,6,3,100.5,2,-0.38,-0.38,neutral,0.0,0.0,1.0,0.0,1.3953488372093024,7.209302325581396
Pelrinone,94386-65-9,0.39,5.8,0.05,1.1,0.95,241.25,6,2,90.2,4,-0.75,-0.8,neutral,0.0,0.0,1.0,0.0,7.8,115.99999999999999
Pemetrexed,137281-23-3,0.15,1.3,0.19,1.92,1.85,427.41,11,6,191.3,9,-0.03,-5.6,anionic,1.0,0.0,0.0,0.0,0.7894736842105263,6.842105263157895
Penciclovir,39809-25-1,1.1,8.4,0.84,2.4,2.1,253.26,8,4,125.8,5,-1.6,-1.6,neutral,0.0,0.0,1.0,0.0,1.3095238095238098,10.0
"Penicillamine, D-",52-67-5,1.26,10.65,0.12,1.97,3.04,149.21,3,2,63.3,1,-0.16,-1.8,zwitterionic,0.0,0.0,0.0,1.0,10.5,88.75
Penicillin G,61-33-6,0.24,6.9,0.4,0.58,0.7,334.39,6,2,86.7,4,2.0,-1.3,anionic,1.0,0.0,0.0,0.0,0.6,17.25
Pentamidine,100-33-4,53.0,74.0,0.09,12.0,25.0,340.42,6,4,118.2,10,2.5,-1.2,cationic,0.0,1.0,0.0,0.0,588.8888888888889,822.2222222222223
Pentazocine,359-83-1,3.4,23.0,0.39,2.5,2.5,285.42,2,1,23.5,2,4.4,2.8,cationic,0.0,1.0,0.0,0.0,8.717948717948717,58.97435897435897
Pentobarbital,76-74-4,0.91,0.47,0.39,32.0,22.0,226.27,5,2,75.3,4,2.0,1.9,neutral,0.0,0.0,1.0,0.0,2.3333333333333335,1.205128205128205
Pentostatin,53910-25-1,0.59,1.63,0.96,6.0,5.3,268.27,8,4,112.1,2,-2.7,-2.7,neutral,0.0,0.0,1.0,0.0,0.6145833333333334,1.6979166666666665
Pentoxifylline,6493-05-6,1.8,39.0,0.51,0.77,1.2,278.31,7,0,75.5,5,0.65,0.65,neutral,0.0,0.0,1.0,0.0,3.5294117647058822,76.47058823529412
Perampanel,380917-97-5,1.36,0.1,0.05,229.4,183.0,349.38,4,0,58.7,4,3.1,3.1,neutral,0.0,0.0,1.0,0.0,27.2,2.0
Perindoprilat,95153-31-4,0.76,1.7,0.16,7.6,29.0,340.41,7,3,106.9,7,0.92,-3.2,anionic,1.0,0.0,0.0,0.0,4.75,10.625
Perphenazine,58-39-9,18.0,27.0,0.07,11.0,9.4,403.97,4,1,29.9,6,4.3,3.5,cationic,0.0,1.0,0.0,0.0,257.1428571428571,385.71428571428567
PF-4776548,1515856-61-7,5.7,24.0,0.08,3.95,3.8,341.34,6,1,67.6,3,1.8,1.0,anionic,1.0,0.0,0.0,0.0,71.25,300.0
Phenacetin,62-44-2,1.4,21.0,0.47,1.1,0.92,179.22,3,1,38.3,3,1.7,1.7,neutral,0.0,0.0,1.0,0.0,2.978723404255319,44.68085106382979
Phencyclidine,77-10-1,6.9,5.1,0.35,23.0,16.0,243.39,1,0,3.2,2,5.3,3.7,cationic,0.0,1.0,0.0,0.0,19.714285714285715,14.571428571428571
Phenethicillin,147-55-7,0.3,4.2,0.25,1.2,0.91,364.42,7,2,95.9,5,2.2,-1.1,anionic,1.0,0.0,0.0,0.0,1.2,16.8
Phenobarbital,50-06-6,0.54,0.063,0.49,140.0,99.0,232.24,5,2,75.3,2,1.3,1.1,neutral,0.0,0.0,1.0,0.0,1.1020408163265307,0.1285714285714286
Phenoxymethylpenicillin,87-08-1,0.41,6.8,0.45,1.0,0.84,350.39,7,2,95.9,5,1.9,-1.4,anionic,1.0,0.0,0.0,0.0,0.911111111111111,15.11111111111111
Phenprocoumon,435-97-2,0.2,0.02,0.57,182.0,126.0,280.32,3,1,50.7,3,4.0,1.2,anionic,1.0,0.0,0.0,0.0,0.3508771929824562,0.03508771929824562
Phenytoin,57-41-0,0.43,0.37,0.13,17.6,16.8,252.27,4,2,58.2,2,1.7,1.6,neutral,0.0,0.0,1.0,0.0,3.3076923076923075,2.846153846153846
Physostigmine,57-47-6,3.9,72.0,0.64,0.9,1.0,275.35,5,1,44.8,2,1.6,0.79,cationic,0.0,1.0,0.0,0.0,6.09375,112.5
Picumast,39577-19-0,1.3,1.3,0.05,16.5,19.2,440.96,5,0,46.2,7,4.7,3.9,cationic,0.0,1.0,0.0,0.0,26.0,26.0
Pidotimod,121808-62-6,0.31,1.16,0.96,4.5,3.8,244.27,6,2,86.7,2,-1.2,-4.6,anionic,1.0,0.0,0.0,0.0,0.3229166666666667,1.2083333333333333
Pimobendan,74150-27-9,2.0,14.0,0.024,2.2,1.8,334.37,6,2,79.4,3,3.1,3.1,neutral,0.0,0.0,1.0,0.0,83.33333333333333,583.3333333333334
Pinacidil,60560-33-0,1.1,5.68,0.6,3.2,2.5,245.32,5,2,73.1,5,1.4,1.4,neutral,0.0,0.0,1.0,0.0,1.8333333333333335,9.466666666666667
Pindolol,13523-86-9,1.2,7.7,0.58,2.6,2.2,248.32,4,3,57.3,6,1.8,0.05,cationic,0.0,1.0,0.0,0.0,2.0689655172413794,13.275862068965518
Pipecuronium,68399-58-6,0.35,3.0,0.98,1.9,1.9,602.89,8,0,59.1,6,-2.1,-2.1,neutral,0.0,0.0,1.0,0.0,0.35714285714285715,3.061224489795918
Pipemidic acid,51940-44-4,0.88,2.84,0.7,5.15,3.69,303.32,8,2,100.3,3,0.63,-1.9,zwitterionic,0.0,0.0,0.0,1.0,1.2571428571428573,4.057142857142857
Piperacillin,61477-96-1,0.27,4.0,0.5,1.1,0.96,517.55,12,3,156.4,6,0.84,-2.5,anionic,1.0,0.0,0.0,0.0,0.54,8.0
Piretanide,55837-27-9,0.17,3.1,0.058,0.91,1.3,362.4,7,2,109.9,5,2.8,0.078,anionic,1.0,0.0,0.0,0.0,2.9310344827586206,53.44827586206896
Piritramide,302-41-0,4.7,7.8,0.061,10.0,8.0,430.59,5,1,73.4,8,3.9,3.2,cationic,0.0,1.0,0.0,0.0,77.04918032786885,127.8688524590164
Pirmenol,68252-19-7,1.4,1.8,0.13,13.0,8.4,338.49,3,1,36.4,6,4.2,2.1,cationic,0.0,1.0,0.0,0.0,10.769230769230768,13.846153846153847
Pitavastatin,147511-69-1,0.9,5.85,0.005,2.7,4.6,421.46,5,3,90.6,8,3.9,0.54,anionic,1.0,0.0,0.0,0.0,180.0,1170.0
Plazomicin,1154757-24-0,0.22,1.14,0.84,3.2,3.4,592.68,16,11,269.3,13,-6.3,-9.0,cationic,0.0,1.0,0.0,0.0,0.2619047619047619,1.357142857142857
Posaconazole,171228-49-2,3.8,4.3,0.013,14.5,10.6,700.78,12,1,115.7,12,4.6,4.6,neutral,0.0,0.0,1.0,0.0,292.3076923076923,330.7692307692308
Pralatrexate (R),1320211-70-8,0.53,2.7,0.33,3.2,15.0,477.47,12,5,207.3,11,0.35,-6.0,anionic,1.0,0.0,0.0,0.0,1.606060606060606,8.181818181818182
Pralatrexate (S),1320211-69-5,1.5,6.0,0.33,4.2,15.0,477.47,12,5,207.3,11,0.35,-6.0,anionic,1.0,0.0,0.0,0.0,4.545454545454545,18.18181818181818
Pralidoxime,51-15-0,0.8,9.0,1.0,1.5,1.4,137.16,3,1,36.5,1,-3.2,-3.4,neutral,0.0,0.0,1.0,0.0,0.8,9.0
Pramipexole,104632-26-0,7.0,7.2,0.85,16.1,12.4,211.33,3,2,50.9,3,1.6,-0.51,cationic,0.0,1.0,0.0,0.0,8.23529411764706,8.470588235294118
Pramlintide,151126-32-8,0.41,15.3,0.4,0.5,0.6,3951.41,104,56,1690.6,122,-9.0,-9.0,cationic,0.0,1.0,0.0,0.0,1.025,38.25
Pravastatin ,81093-37-0,0.46,14.0,0.5,0.59,0.78,424.53,7,4,124.3,11,2.3,-0.54,anionic,1.0,0.0,0.0,0.0,0.92,28.0
Prazosin,19216-56-9,0.73,4.7,0.06,2.6,2.0,383.4,9,1,107.2,4,1.5,1.5,neutral,0.0,0.0,1.0,0.0,12.166666666666666,78.33333333333334
Prednisolone,50-24-8,0.86,2.9,0.25,4.8,3.4,360.44,5,3,94.8,2,1.7,1.6,neutral,0.0,0.0,1.0,0.0,3.44,11.6
Prednisone,53-03-2,0.57,2.5,0.27,3.8,2.9,358.43,5,2,91.7,2,1.4,1.4,neutral,0.0,0.0,1.0,0.0,2.1111111111111107,9.25925925925926
Prilocaine,721-50-6,3.7,29.0,0.72,2.2,1.8,220.31,3,2,41.1,5,2.0,1.2,cationic,0.0,1.0,0.0,0.0,5.138888888888889,40.27777777777778
Probenecid,57-66-9,0.13,0.25,0.13,8.7,5.9,285.36,5,1,74.7,7,3.3,-0.017,anionic,1.0,0.0,0.0,0.0,1.0,1.923076923076923
Procainamide,51-06-9,2.2,10.0,0.84,3.7,3.1,235.33,4,2,58.4,6,1.2,-0.39,cationic,0.0,1.0,0.0,0.0,2.6190476190476195,11.904761904761905
Promazine,58-40-2,8.1,14.0,0.11,9.6,7.9,284.42,2,0,6.5,4,4.4,2.8,cationic,0.0,1.0,0.0,0.0,73.63636363636363,127.27272727272727
Promethazine,60-87-7,14.0,14.0,0.09,17.0,14.0,284.42,2,0,6.5,3,4.2,2.4,cationic,0.0,1.0,0.0,0.0,155.55555555555557,155.55555555555557
Propafenone,54063-53-5,2.2,16.0,0.038,2.2,2.1,341.44,4,2,58.6,11,3.3,1.5,cationic,0.0,1.0,0.0,0.0,57.89473684210527,421.0526315789474
Propiverine,60569-19-9,2.73,2.94,0.1,15.4,15.2,367.48,4,0,38.8,8,4.7,3.1,cationic,0.0,1.0,0.0,0.0,27.299999999999997,29.4
Propofol,2078-54-8,4.7,36.0,0.016,2.2,3.2,178.27,1,1,20.2,2,4.2,4.2,neutral,0.0,0.0,1.0,0.0,293.75,2250.0
Propoxyphene,469-62-5,12.0,15.0,0.24,13.0,18.0,339.47,3,0,29.5,9,4.1,3.3,cationic,0.0,1.0,0.0,0.0,50.0,62.5
Propranolol,525-66-6,3.1,12.0,0.13,4.3,3.4,259.34,3,2,41.5,6,2.7,0.93,cationic,0.0,1.0,0.0,0.0,23.846153846153847,92.3076923076923
Propylthiouracil,51-52-5,0.34,3.1,0.18,1.8,1.3,170.23,3,2,41.1,2,1.2,1.2,neutral,0.0,0.0,1.0,0.0,1.888888888888889,17.222222222222225
Proquazone,22760-18-5,0.52,9.45,0.02,0.92,1.27,278.35,3,0,34.9,2,3.8,3.8,neutral,0.0,0.0,1.0,0.0,26.0,472.49999999999994
Prucalopride,179474-81-8,8.73,4.55,0.7,32.16,22.5,367.87,6,2,76.8,6,2.5,1.3,cationic,0.0,1.0,0.0,0.0,12.471428571428573,6.5
Pyridostigmine,155-97-5,1.1,9.6,1.0,1.8,1.5,181.21,4,0,33.4,2,-3.7,-3.7,neutral,0.0,0.0,1.0,0.0,1.1,9.6
Pyrimethamine,58-14-0,0.43,0.052,0.095,140.0,140.0,248.71,4,2,77.8,2,2.9,2.7,neutral,0.0,0.0,1.0,0.0,4.526315789473684,0.5473684210526315
Quercetin,117-39-5,0.12,11.0,0.009,0.2,0.6,302.24,7,5,127.4,1,2.1,-0.38,anionic,1.0,0.0,0.0,0.0,13.333333333333334,1222.2222222222224
Quinacrine,83-89-6,45.0,5.1,0.13,150.0,120.0,399.96,4,1,37.4,9,6.3,2.8,cationic,0.0,1.0,0.0,0.0,346.15384615384613,39.230769230769226
Quinaprilat,82768-85-2,0.13,0.93,0.32,2.3,2.3,410.46,7,3,106.9,8,1.8,-2.4,anionic,1.0,0.0,0.0,0.0,0.40625,2.90625
Quinidine,56-54-2,2.9,4.0,0.26,12.0,6.6,324.42,4,1,45.6,4,2.9,2.1,cationic,0.0,1.0,0.0,0.0,11.153846153846153,15.384615384615383
Quinine,130-95-0,1.8,1.9,0.3,16.0,11.0,324.42,4,1,45.6,4,2.9,2.1,cationic,0.0,1.0,0.0,0.0,6.0,6.333333333333333
Quinupristin,120138-50-3,0.67,16.0,0.34,0.7,0.87,1022.22,19,4,231.2,10,3.0,0.59,zwitterionic,0.0,0.0,0.0,1.0,1.9705882352941175,47.05882352941176
Rabeprazole,117976-89-3,0.22,4.0,0.037,0.92,1.0,359.44,6,1,77.1,8,2.1,2.1,neutral,0.0,0.0,1.0,0.0,5.9459459459459465,108.10810810810811
Raclopride,84225-95-6,1.1,1.2,0.06,15.3,14.0,347.24,5,2,61.8,5,2.9,2.1,zwitterionic,0.0,0.0,0.0,1.0,18.333333333333336,20.0
Raloxifene,84449-90-1,7.5,10.8,0.05,11.6,12.1,473.58,5,2,70.0,7,6.4,4.3,cationic,0.0,1.0,0.0,0.0,150.0,216.0
Raltitrexed,112887-68-0,6.57,0.9,0.05,123.0,140.0,458.49,10,4,152.7,9,1.6,-3.4,anionic,1.0,0.0,0.0,0.0,131.4,18.0
Ramelteon,196597-26-9,1.05,13.1,0.2,1.3,1.9,259.34,3,1,38.3,4,2.7,2.7,neutral,0.0,0.0,1.0,0.0,5.25,65.5
Ranitidine,66357-35-5,1.2,9.6,0.95,2.1,2.1,314.4,7,2,86.6,10,0.33,-0.71,cationic,0.0,1.0,0.0,0.0,1.263157894736842,10.105263157894736
Ranolazine,95635-55-5,1.2,9.5,0.38,2.1,1.8,427.54,7,2,74.3,9,2.3,2.2,neutral,0.0,0.0,1.0,0.0,3.1578947368421053,25.0
Reboxetine,71620-89-8,0.65,0.82,0.019,13.0,10.0,313.39,4,1,39.7,6,2.7,1.5,cationic,0.0,1.0,0.0,0.0,34.21052631578947,43.1578947368421
Recainam,74738-24-2,1.4,4.5,0.86,5.2,5.0,263.38,4,3,53.2,6,2.3,0.31,cationic,0.0,1.0,0.0,0.0,1.627906976744186,5.232558139534884
Regadenoson,313348-27-5,0.94,7.3,0.7,2.1,2.0,390.35,13,5,186.5,4,-2.5,-2.5,neutral,0.0,0.0,1.0,0.0,1.342857142857143,10.428571428571429
Remifentanil,132875-61-7,0.4,37.0,0.3,0.18,0.8,376.45,7,0,76.1,9,2.3,2.1,neutral,0.0,0.0,1.0,0.0,1.3333333333333335,123.33333333333334
Remikiren,126222-34-2,0.77,11.6,0.055812888268107,1.1,5.2,630.84,10,5,161.5,17,2.0,2.0,neutral,0.0,0.0,1.0,0.0,13.796096634547382,207.83729994902546
Remoxipride,80125-14-0,0.65,1.7,0.16,6.4,5.5,371.27,5,1,50.8,6,2.5,0.86,cationic,0.0,1.0,0.0,0.0,4.0625,10.625
Repaglinide,135062-02-1,0.35,7.8,0.015,0.75,0.87,452.59,6,2,78.9,10,5.8,2.4,anionic,1.0,0.0,0.0,0.0,23.333333333333332,520.0
Ribavirin,36791-04-5,14.0,5.2,1.0,45.0,45.0,244.2,9,4,143.7,3,-2.8,-2.8,neutral,0.0,0.0,1.0,0.0,14.0,5.2
Ridogrel,110140-89-1,0.43,1.05,0.033,6.8,7.54,366.33,5,1,71.8,9,3.5,0.95,anionic,1.0,0.0,0.0,0.0,13.03030303030303,31.818181818181817
Rifabutin,72559-06-9,9.3,2.4,0.29,65.0,37.0,847.0,15,5,205.5,5,6.3,3.7,zwitterionic,0.0,0.0,0.0,1.0,32.06896551724138,8.275862068965518
Rifampin,13292-46-1,0.97,3.5,0.2,4.6,3.8,822.94,16,6,220.1,5,4.6,1.7,anionic,1.0,0.0,0.0,0.0,4.85,17.5
Rilmenidine,54187-04-1,4.5,7.1,0.9,10.6,8.3,180.25,3,1,33.6,4,0.91,-2.2,cationic,0.0,1.0,0.0,0.0,5.0,7.888888888888888
Risedronic acid (Risedronate),105462-24-6,6.3,1.5,0.76,70.0,200.0,283.11,8,5,148.2,4,-2.2,-7.0,anionic,1.0,0.0,0.0,0.0,8.289473684210526,1.9736842105263157
Risperidone,106266-06-2,1.1,5.4,0.1,3.4,3.2,410.48,6,0,62.2,4,3.1,2.6,cationic,0.0,1.0,0.0,0.0,11.0,54.0
Ritanserin,87051-43-2,1.41,0.51,0.008,46.1,40.0,477.57,4,0,35.9,5,5.7,4.9,cationic,0.0,1.0,0.0,0.0,176.25,63.75
Ritipenem ,84845-58-9,0.24,7.55,0.72,0.54,0.54,310.26,8,2,133.0,5,-2.1,-5.6,anionic,1.0,0.0,0.0,0.0,0.3333333333333333,10.48611111111111
Ritodrine,26652-09-5,4.4,31.0,0.64,2.4,2.6,287.35,4,4,72.7,6,1.9,0.37,cationic,0.0,1.0,0.0,0.0,6.875,48.4375
Rivaroxaban,366789-02-8,0.7,2.4,0.06,4.9,7.0,435.88,8,1,88.2,5,2.6,2.6,neutral,0.0,0.0,1.0,0.0,11.666666666666666,40.0
Rivastigmine,123441-03-2,1.3,12.0,0.6,1.9,1.4,250.34,4,0,32.8,5,2.8,1.9,cationic,0.0,1.0,0.0,0.0,2.166666666666667,20.0
Rizatriptan,144034-80-0,1.9,16.0,0.86,2.0,2.2,269.34,5,1,49.7,5,1.6,0.41,cationic,0.0,1.0,0.0,0.0,2.2093023255813953,18.6046511627907
Ro 02-70608,1160849-72-8,0.3,3.7,0.1,1.3,3.3,506.77,7,3,108.4,7,4.6,1.5,anionic,1.0,0.0,0.0,0.0,2.9999999999999996,37.0
Ro25-6833,161672-76-0,0.11,0.38,0.043,4.8,3.8,546.5,12,4,178.5,9,0.36,-2.6,anionic,1.0,0.0,0.0,0.0,2.558139534883721,8.837209302325583
Rocuronium,143558-00-3,0.21,3.7,0.54,0.95,1.6,529.77,6,1,59.0,6,0.19,-0.28,cationic,0.0,1.0,0.0,0.0,0.38888888888888884,6.851851851851852
Rofecoxib,162011-90-7,1.3,2.0,0.13,10.8,7.5,314.36,4,0,60.4,3,-0.29,-0.29,neutral,0.0,0.0,1.0,0.0,10.0,15.384615384615383
Roflumilast,162401-32-3,1.92,2.2,0.01,14.5,15.1,403.21,5,1,60.4,7,3.5,3.5,neutral,0.0,0.0,1.0,0.0,192.0,220.0
Rolipram,61413-54-5,0.67,6.3,0.11,1.77,7.0,275.34,4,1,47.6,4,2.1,2.1,neutral,0.0,0.0,1.0,0.0,6.090909090909091,57.27272727272727
Rolitetracycline,751-97-3,0.54,0.97,0.5,9.3,8.8,527.57,11,6,170.9,4,0.097,-4.1,cationic,0.0,1.0,0.0,0.0,1.08,1.94
Romidepsin,128517-07-7,1.2,7.4,0.07,2.6,11.0,540.7,10,4,142.7,2,-0.14,-0.14,neutral,0.0,0.0,1.0,0.0,17.142857142857142,105.71428571428571
Ropinirole,91374-21-9,7.7,30.0,0.6,4.3,6.0,260.37,3,1,32.3,7,2.9,1.1,cationic,0.0,1.0,0.0,0.0,12.833333333333334,50.0
Ropivacaine,84057-95-4,0.75,5.5,0.06,2.3,2.2,274.4,3,1,32.3,4,3.5,2.9,cationic,0.0,1.0,0.0,0.0,12.5,91.66666666666667
Rosiglitazone,122320-73-4,0.2,0.65,0.002,5.1,3.9,357.43,6,1,71.5,7,3.2,0.25,anionic,1.0,0.0,0.0,0.0,100.0,325.0
Rosuvastatin,287714-41-4,1.7,11.0,0.12,2.6,2.0,481.54,9,3,140.9,10,2.0,-1.3,anionic,1.0,0.0,0.0,0.0,14.166666666666666,91.66666666666667
Rotigotine,99755-59-6,5.7,37.0,0.08,2.6,4.0,315.47,2,1,23.5,6,5.0,3.4,cationic,0.0,1.0,0.0,0.0,71.25,462.5
S 12363,123286-01-1,4.67,3.5,0.1,22.24,34.3,1044.2,19,7,261.0,14,4.3,3.9,cationic,0.0,1.0,0.0,0.0,46.699999999999996,35.0
Sabeluzole,104383-17-7,5.5,4.05,0.014,22.6,18.9,415.52,5,1,48.8,8,4.7,4.2,cationic,0.0,1.0,0.0,0.0,392.85714285714283,289.2857142857143
Salvianolic acid B,121521-90-2,0.14,7.17,0.08,0.42,0.29,718.61,16,9,278.0,14,3.7,-3.1,anionic,1.0,0.0,0.0,0.0,1.7500000000000002,89.625
Saquinavir,127779-20-8,3.6,13.0,0.028,4.6,13.0,670.84,11,5,166.7,12,3.6,3.3,neutral,0.0,0.0,1.0,0.0,128.57142857142858,464.2857142857143
Satavaptan,185913-78-4,7.0,12.3,0.1,9.4,10.4,643.79,11,1,123.7,10,3.5,3.2,neutral,0.0,0.0,1.0,0.0,70.0,123.0
Saxagliptin,361442-04-8,1.8,7.1,1.0,4.1,7.5,315.41,5,2,90.4,3,0.086,0.077,neutral,0.0,0.0,1.0,0.0,1.8,7.1
Sch34343,95415-91-1,0.3,7.5,0.35,0.67,0.8,334.37,8,3,130.2,7,-1.6,-4.6,anionic,1.0,0.0,0.0,0.0,0.8571428571428572,21.42857142857143
Scutellarin,27740-01-8,0.88,46.58,0.1,0.31,1.18,462.36,12,7,207.6,4,0.29,-4.5,anionic,1.0,0.0,0.0,0.0,8.799999999999999,465.79999999999995
Selegiline,2323-36-6,1.9,20.0,0.13,1.6,1.3,187.28,1,0,3.2,5,2.8,2.3,cationic,0.0,1.0,0.0,0.0,14.615384615384615,153.84615384615384
Sematilide,101526-83-4,0.82,3.7,0.96,3.7,3.8,313.42,6,2,78.5,8,1.1,-1.6,zwitterionic,0.0,0.0,0.0,1.0,0.8541666666666666,3.854166666666667
Semaxanib,194413-58-6,0.98,14.0,0.008,1.17,0.83,238.28,3,2,44.9,1,2.2,2.2,neutral,0.0,0.0,1.0,0.0,122.5,1750.0
Sildenafil,139755-83-2,1.36,9.0,0.04,2.5,2.2,474.58,10,1,113.4,7,1.6,1.1,cationic,0.0,1.0,0.0,0.0,34.0,225.0
Sisomicin,32385-11-8,0.19,1.0,0.15,3.2,2.4,447.53,12,8,213.7,6,-4.5,-8.4,cationic,0.0,1.0,0.0,0.0,1.2666666666666668,6.666666666666667
Sitafloxacin,127254-12-0,1.5,3.7,0.51,6.7,6.6,409.81,6,2,86.9,3,2.5,0.26,zwitterionic,0.0,0.0,0.0,1.0,2.941176470588235,7.254901960784314
Sitagliptin,486460-32-6,2.8,6.0,0.62,7.8,12.0,407.31,6,1,77.0,4,0.46,-0.4,cationic,0.0,1.0,0.0,0.0,4.516129032258064,9.67741935483871
SK-896,131418-27-4,0.07,8.08,0.03,0.14,0.08,2782.11,72,41,1215.5,98,-9.0,-9.0,cationic,0.0,1.0,0.0,0.0,2.3333333333333335,269.33333333333337
Solifenacin,242478-37-1,8.2,2.1,0.02,65.0,52.0,362.46,4,0,32.8,3,4.4,3.3,cationic,0.0,1.0,0.0,0.0,409.99999999999994,105.0
Sotalol,3930-20-9,1.3,2.0,0.62,11.0,6.3,272.36,5,3,78.4,6,0.43,-1.4,cationic,0.0,1.0,0.0,0.0,2.096774193548387,3.2258064516129035
Sparfloxacin,110871-86-8,3.9,2.7,0.55,24.0,20.0,392.4,7,3,98.9,3,2.7,-0.36,zwitterionic,0.0,0.0,0.0,1.0,7.09090909090909,4.909090909090909
Spiramycin,8025-81-8,5.4,12.8,0.26,7.0,5.2,843.05,16,4,195.4,11,2.0,0.92,cationic,0.0,1.0,0.0,0.0,20.76923076923077,49.23076923076923
Stavudine,3056-17-5,0.67,8.2,1.0,1.4,1.4,224.21,6,2,78.9,2,-0.71,-0.71,neutral,0.0,0.0,1.0,0.0,0.67,8.2
Streptomycin,57-92-1,0.34,0.78,0.65,7.3,4.3,581.57,19,14,331.4,11,-7.8,-9.0,cationic,0.0,1.0,0.0,0.0,0.5230769230769231,1.2
Sufentanil,56030-54-7,9.4,15.0,0.075,10.0,14.0,386.55,4,0,32.8,8,3.9,2.9,cationic,0.0,1.0,0.0,0.0,125.33333333333334,200.0
Sulbactam,68373-14-8,0.32,5.1,0.62,1.0,1.1,233.24,6,1,91.8,1,-0.25,-3.7,anionic,1.0,0.0,0.0,0.0,0.5161290322580645,8.225806451612902
Sulbenicillin,41744-40-5,0.15,1.6,0.5,1.6,1.2,414.45,9,3,141.1,5,0.59,-4.7,anionic,1.0,0.0,0.0,0.0,0.3,3.2
Sulfadiazine,68-35-9,0.29,0.55,0.44,8.8,7.0,250.28,6,2,98.0,3,0.11,-0.75,anionic,1.0,0.0,0.0,0.0,0.6590909090909091,1.25
Sulfamethoxazole,723-46-6,0.3,0.36,0.23,14.0,9.8,253.28,6,2,98.5,3,1.1,-0.56,anionic,1.0,0.0,0.0,0.0,1.3043478260869563,1.5652173913043477
Sulfasalazine,599-79-1,0.11,0.26,0.004,6.8,7.6,398.39,9,3,141.3,6,3.6,0.17,anionic,1.0,0.0,0.0,0.0,27.5,65.0
Sulfinpyrazone,57-96-5,0.12,0.34,0.017,5.9,6.2,404.48,5,0,57.7,6,2.2,-1.2,anionic,1.0,0.0,0.0,0.0,7.058823529411764,20.0
Sulfisoxazole,127-69-5,0.17,0.3,0.079,9.4,7.4,267.3,6,2,98.5,3,0.79,-1.6,anionic,1.0,0.0,0.0,0.0,2.151898734177215,3.7974683544303796
Sulmazole,73384-60-8,0.62,10.0,0.41,1.0,0.8,287.34,5,1,67.9,3,1.3,1.3,neutral,0.0,0.0,1.0,0.0,1.5121951219512195,24.390243902439025
Sulpiride,15676-16-1,0.94,1.9,1.0,8.01,6.5,341.43,7,2,101.7,6,0.7,-0.75,cationic,0.0,1.0,0.0,0.0,0.94,1.9
Sumatriptan,103628-46-2,1.7,19.0,0.83,1.5,1.7,295.4,5,2,65.2,6,1.5,0.3,cationic,0.0,1.0,0.0,0.0,2.0481927710843375,22.89156626506024
Suprofen,40828-46-4,0.04,0.76,0.006,0.88,2.1,260.31,3,1,54.4,4,2.7,-0.31,anionic,1.0,0.0,0.0,0.0,6.666666666666667,126.66666666666667
Suramin,145-63-1,0.54,0.0057,0.003,1400.0,1200.0,1297.28,29,12,483.8,16,-4.2,-9.0,neutral,0.0,0.0,1.0,0.0,180.0,1.9000000000000001
Susalimod,149556-49-0,0.1,0.07,0.0019,23.8,16.0,408.43,7,3,116.6,8,4.1,0.52,anionic,1.0,0.0,0.0,0.0,52.631578947368425,36.8421052631579
Suvorexant,1030377-33-3,0.69,0.84,0.05,13.76,10.37,450.92,8,0,80.6,3,5.9,5.9,neutral,0.0,0.0,1.0,0.0,13.799999999999999,16.799999999999997
Tacrine,321-64-2,11.0,56.0,0.25,3.3,3.3,198.26,2,1,38.9,0,3.3,0.83,cationic,0.0,1.0,0.0,0.0,44.0,224.0
Tacrolimus,104987-11-3,1.2,0.7,0.01,27.0,26.0,804.02,13,3,178.4,7,4.0,4.0,neutral,0.0,0.0,1.0,0.0,120.0,70.0
Talinolol,57460-41-0,3.3,4.9,0.39,11.0,11.0,363.49,6,4,82.6,7,3.3,1.4,cationic,0.0,1.0,0.0,0.0,8.461538461538462,12.564102564102564
Tamsulosin,106133-20-4,0.21,0.62,0.01,5.6,6.8,408.51,7,2,99.9,11,2.5,1.6,cationic,0.0,1.0,0.0,0.0,21.0,62.0
Tazobactam,89786-04-9,0.26,4.81,0.7,0.89,0.97,300.29,9,1,122.5,3,-1.7,-5.2,anionic,1.0,0.0,0.0,0.0,0.37142857142857144,6.871428571428571
Tedizolid,856866-72-3,0.91,1.19,0.11,12.64,10.16,370.34,9,1,106.3,4,2.0,2.0,neutral,0.0,0.0,1.0,0.0,8.272727272727273,10.818181818181818
